14
8593;0;0;7;8;0;0;7
8595;7;0;7;8;0;0;7
8592;14;0;7;8;0;0;7
8594;21;0;7;8;0;0;7
32;28;0;6;9;0;0;6
33;34;0;6;9;0;0;6
34;40;0;6;9;0;0;6
35;46;0;6;9;0;0;6
36;52;0;6;9;0;0;6
37;58;0;6;9;0;0;6
38;64;0;6;9;0;0;6
39;70;0;6;9;0;0;6
40;76;0;6;9;0;0;6
41;82;0;6;9;0;0;6
42;88;0;6;9;0;0;6
43;94;0;6;9;0;0;6
44;100;0;6;9;0;0;6
45;106;0;6;9;0;0;6
46;112;0;6;9;0;0;6
47;118;0;6;9;0;0;6
48;124;0;6;9;0;0;6
49;130;0;6;9;0;0;6
50;136;0;6;9;0;0;6
51;142;0;6;9;0;0;6
52;148;0;6;9;0;0;6
53;154;0;6;9;0;0;6
54;160;0;6;9;0;0;6
55;166;0;6;9;0;0;6
56;172;0;6;9;0;0;6
57;178;0;6;9;0;0;6
58;184;0;6;9;0;0;6
59;190;0;6;9;0;0;6
60;196;0;6;9;0;0;6
61;202;0;6;9;0;0;6
62;208;0;6;9;0;0;6
63;214;0;6;9;0;0;6
64;220;0;6;9;0;0;6
65;226;0;6;9;0;0;6
66;232;0;6;9;0;0;6
67;238;0;6;9;0;0;6
68;244;0;6;9;0;0;6
69;250;0;6;9;0;0;6
70;256;0;6;9;0;0;6
71;262;0;6;9;0;0;6
72;268;0;6;9;0;0;6
73;274;0;5;9;0;0;5
74;279;0;6;9;0;0;6
75;285;0;6;9;0;0;6
76;291;0;6;9;0;0;6
77;297;0;7;9;0;0;7
78;304;0;7;9;0;0;7
79;311;0;6;9;0;0;6
80;317;0;6;9;0;0;6
81;323;0;6;9;0;0;6
82;329;0;6;9;0;0;6
83;335;0;6;9;0;0;6
84;341;0;6;9;0;0;6
85;347;0;6;9;0;0;6
86;353;0;6;9;0;0;6
87;359;0;7;9;0;0;7
88;366;0;6;9;0;0;6
89;372;0;6;9;0;0;6
90;378;0;6;9;0;0;6
91;384;0;6;9;0;0;6
92;390;0;6;9;0;0;6
93;396;0;6;9;0;0;6
94;402;0;6;9;0;0;6
95;408;0;6;9;0;0;6
96;414;0;6;9;0;0;6
97;420;0;6;9;0;0;6
98;426;0;6;9;0;0;6
99;432;0;6;9;0;0;6
100;438;0;6;9;0;0;6
101;444;0;6;9;0;0;6
102;450;0;6;9;0;0;6
103;456;0;6;9;0;0;6
104;462;0;6;9;0;0;6
105;468;0;5;9;0;0;5
106;473;0;6;9;0;0;6
107;479;0;6;9;0;0;6
108;485;0;4;9;0;0;4
109;489;0;7;9;0;0;7
110;496;0;6;9;0;0;6
111;502;0;6;9;0;0;6
112;508;0;6;9;0;0;6
113;514;0;6;9;0;0;6
